year,country,doc_number
1905,US,875915
1905,US,875914
1905,US,875913
1905,US,875912
1905,US,875911
1905,US,875910
1905,US,875909
1905,US,875908
1905,US,875907
1905,US,875906
1905,US,875905
1905,US,875904
1905,US,875903
1905,US,875902
1905,US,875901
1905,US,875900
1905,US,875899
1905,US,875898
1905,US,875897
1905,US,875896
1905,US,875895
1905,US,875894
1905,US,875893
1905,US,875892
1905,US,875891
1905,US,875890
1905,US,875889
1905,US,875888
1905,US,875887
1905,US,875886
1905,US,875885
1905,US,875884
1905,US,875883
1905,US,875882
1905,US,875881
1905,US,875880
1905,US,875879
1905,US,875878
1905,US,875877
1905,US,875876
1905,US,875875
1905,US,875874
1905,US,875873
1905,US,875872
1905,US,875871
1905,US,875870
1905,US,875869
1905,US,875868
1905,US,875867
1905,US,875866
1905,US,875865
1905,US,875864
1905,US,875863
1905,US,875862
1905,US,875861
1905,US,875860
1905,US,875859
1905,US,875858
1905,US,875857
1905,US,875856
1905,US,875855
1905,US,875854
1905,US,875853
1905,US,875852
1905,US,875851
1905,US,875850
1905,US,875849
1905,US,875848
1905,US,875847
1905,US,875846
1905,US,875845
1905,US,875844
1905,US,875843
1905,US,875842
1905,US,875841
1905,US,875840
1905,US,875839
1905,US,875838
1905,US,875837
1905,US,875836
1905,US,875835
1905,US,875834
1905,US,875833
1905,US,875832
1905,US,875831
1905,US,875830
1905,US,875829
1905,US,875828
1905,US,875827
1905,US,875826
1905,US,875825
1905,US,875824
1905,US,875823
1905,US,875822
1905,US,875821
1905,US,875820
1905,US,875819
1905,US,875818
1905,US,875817
1905,US,875816
1905,US,875815
1905,US,875814
1905,US,875813
1905,US,875812
1905,US,875811
1905,US,875810
1905,US,875809
1905,US,875808
1905,US,875807
1905,US,875806
1905,US,875805
1905,US,875804
1905,US,875803
1905,US,875802
1905,US,875801
1905,US,875800
1905,US,875799
1905,US,875798
1905,US,875797
1905,US,875796
1905,US,875795
1905,US,875794
1905,US,875793
1905,US,875792
1905,US,875791
1905,US,875790
1905,US,875789
1905,US,875788
1905,US,875787
1905,US,875786
1905,US,875785
1905,US,875784
1905,US,875783
1905,US,875782
1905,US,875781
1905,US,875780
1905,US,875779
1905,US,875778
1905,US,875777
1905,US,875776
1905,US,875775
1905,US,875774
1905,US,875773
1905,US,875772
1905,US,875771
1905,US,875770
1905,US,875769
1905,US,875768
1905,US,875767
1905,US,875766
1905,US,875765
1905,US,875764
1905,US,875763
1905,US,875762
1905,US,875761
1905,US,875760
1905,US,875759
1905,US,875758
1905,US,875757
1905,US,875756
1905,US,875755
1905,US,875754
1905,US,875753
1905,US,875752
1905,US,875751
1905,US,875750
1905,US,875749
1905,US,875748
